Season,Weathersit,Temp,Atemp,Hum,Windspeed,Count,Cluster_Label
1,1,0.16,0.1515,0.47,0.2537,99,0
1,1,0.16,0.1515,0.47,0.2239,64,0
1,1,0.14,0.1212,0.46,0.2985,40,0
1,1,0.14,0.1212,0.46,0.3284,30,0
1,1,0.12,0.1364,0.5,0.194,15,0
1,1,0.12,0.1364,0.5,0.194,14,0
1,1,0.1,0.1212,0.54,0.1642,5,0
1,1,0.1,0.1212,0.54,0.1343,1,0
1,1,0.1,0.1364,0.54,0.1045,1,0
1,1,0.1,0.1364,0.54,0.0896,8,0
1,1,0.1,0.1818,0.54,0.0,17,0
1,1,0.1,0.1212,0.74,0.1642,70,0
1,1,0.12,0.1667,0.68,0.0,158,3
1,1,0.14,0.1515,0.69,0.1343,117,0
1,1,0.18,0.1818,0.55,0.194,44,0
1,1,0.18,0.1667,0.51,0.2836,53,0
1,1,0.2,0.197,0.44,0.2537,61,0
1,1,0.22,0.197,0.37,0.3881,77,0
1,1,0.22,0.2121,0.41,0.2836,64,0
1,1,0.24,0.2424,0.38,0.1642,68,0
1,1,0.22,0.2424,0.41,0.1045,90,0
1,1,0.22,0.2273,0.41,0.1642,159,3
1,1,0.2,0.2576,0.47,0.0,139,3
1,1,0.16,0.197,0.59,0.0896,92,0
1,1,0.18,0.2424,0.59,0.0,68,0
1,1,0.16,0.2273,0.69,0.0,52,0
1,2,0.16,0.2273,0.69,0.0,36,0
1,2,0.18,0.2424,0.55,0.0,27,0
1,1,0.18,0.2424,0.55,0.0,28,0
1,2,0.16,0.197,0.59,0.0896,20,0
1,2,0.16,0.197,0.59,0.0896,12,0
1,2,0.16,0.2273,0.59,0.0,8,0
1,2,0.16,0.2273,0.59,0.0,5,0
1,1,0.16,0.2273,0.59,0.0,1,0
1,1,0.14,0.1667,0.63,0.1045,3,0
1,1,0.14,0.2121,0.63,0.0,10,0
1,1,0.14,0.1515,0.63,0.1343,23,0
1,1,0.16,0.1818,0.64,0.1343,33,0
1,1,0.18,0.197,0.59,0.1642,59,0
1,1,0.2,0.197,0.55,0.2239,72,0
1,1,0.24,0.2273,0.48,0.2239,89,0
1,1,0.28,0.2576,0.38,0.2985,101,0
1,1,0.3,0.2879,0.39,0.2836,118,3
1,2,0.32,0.3182,0.36,0.194,129,3
1,2,0.34,0.3333,0.34,0.194,128,3
1,2,0.32,0.303,0.36,0.2836,83,0
1,2,0.3,0.2879,0.45,0.2537,84,0
1,2,0.32,0.303,0.39,0.2537,74,0
1,2,0.32,0.303,0.39,0.2537,41,0
1,2,0.32,0.303,0.39,0.2239,57,0
1,2,0.3,0.3182,0.42,0.1045,26,0
1,1,0.3,0.2879,0.45,0.2836,44,0
1,1,0.26,0.303,0.56,0.0,39,0
1,1,0.26,0.2727,0.56,0.1343,23,0
1,1,0.26,0.2879,0.56,0.0896,16,0
1,1,0.22,0.2727,0.69,0.0,15,0
1,1,0.26,0.2576,0.56,0.1642,1,0
1,2,0.26,0.2576,0.56,0.1642,2,0
1,2,0.26,0.2576,0.56,0.1642,1,0
1,2,0.24,0.2121,0.56,0.2985,3,0
1,1,0.22,0.2121,0.55,0.2836,18,0
1,1,0.22,0.2121,0.51,0.2537,32,0
1,1,0.22,0.2121,0.51,0.2836,79,0
1,1,0.24,0.2273,0.44,0.2537,93,0
1,1,0.24,0.2121,0.41,0.2836,104,0
1,1,0.26,0.2273,0.35,0.2985,118,3
1,1,0.28,0.2727,0.36,0.2537,91,0
1,1,0.26,0.2424,0.38,0.2537,113,0
1,1,0.24,0.2273,0.38,0.2239,99,0
1,1,0.22,0.2121,0.37,0.2537,105,0
1,1,0.2,0.2121,0.4,0.1642,67,0
1,1,0.18,0.197,0.47,0.1343,61,0
1,1,0.18,0.197,0.47,0.1642,57,0
1,1,0.18,0.197,0.51,0.1642,28,0
1,2,0.2,0.2121,0.49,0.1343,21,0
1,2,0.2,0.2273,0.4,0.1045,18,0
1,2,0.2,0.197,0.47,0.2239,17,0
1,2,0.2,0.197,0.44,0.194,16,0
1,2,0.18,0.1667,0.43,0.2537,8,0
1,2,0.18,0.1818,0.43,0.194,2,0
1,2,0.18,0.197,0.43,0.1343,3,0
1,2,0.18,0.197,0.43,0.1642,1,0
1,2,0.18,0.1818,0.43,0.194,5,0
1,2,0.16,0.1818,0.5,0.1343,13,0
1,2,0.16,0.1515,0.47,0.2239,33,0
1,2,0.16,0.1515,0.47,0.2239,47,0
1,2,0.16,0.1515,0.5,0.2537,57,0
1,2,0.16,0.1515,0.55,0.194,64,0
1,2,0.18,0.197,0.47,0.1343,80,0
1,2,0.18,0.197,0.47,0.1343,93,0
1,2,0.18,0.2121,0.43,0.1045,86,0
1,2,0.2,0.2121,0.47,0.1642,93,0
1,2,0.2,0.2121,0.47,0.1642,82,0
1,1,0.2,0.197,0.51,0.194,71,0
1,2,0.18,0.1667,0.55,0.2537,92,0
1,3,0.18,0.1818,0.59,0.194,60,0
1,3,0.16,0.1515,0.8,0.194,33,0
1,3,0.16,0.1515,0.8,0.194,27,0
1,3,0.14,0.1212,0.93,0.2537,13,0
1,3,0.16,0.1364,0.86,0.2836,4,0
1,2,0.2,0.1818,0.86,0.3284,3,0
1,2,0.2,0.197,0.86,0.2239,22,0
1,2,0.22,0.2273,0.8,0.1642,28,0
1,2,0.22,0.2273,0.87,0.1642,35,0
1,2,0.22,0.2273,0.87,0.194,61,0
1,2,0.22,0.2273,0.82,0.194,125,3
1,2,0.22,0.2273,0.8,0.1642,133,3
1,2,0.22,0.2273,0.8,0.1343,99,0
1,2,0.22,0.2727,0.87,0.0,83,0
1,2,0.22,0.2424,0.93,0.1045,41,0
1,2,0.22,0.2576,0.93,0.0896,33,0
1,2,0.22,0.2727,0.93,0.0,20,0
1,2,0.22,0.2727,0.93,0.0,3,0
1,3,0.22,0.2273,0.93,0.1343,7,0
1,3,0.22,0.2273,0.93,0.1343,3,0
1,3,0.22,0.2273,0.93,0.1343,2,0
1,2,0.22,0.2576,0.93,0.0896,7,0
1,2,0.22,0.2576,0.93,0.0896,32,0
1,2,0.24,0.2576,0.92,0.1045,90,0
1,2,0.24,0.2576,0.93,0.1045,197,3
1,2,0.24,0.2576,0.93,0.1045,109,0
1,2,0.26,0.2727,0.93,0.1343,47,0
1,2,0.28,0.303,0.87,0.0896,52,0
1,2,0.3,0.3182,0.81,0.0896,70,0
1,1,0.4,0.4091,0.62,0.2836,78,0
1,1,0.4,0.4091,0.58,0.2537,75,0
1,1,0.4,0.4091,0.54,0.2836,82,0
1,1,0.38,0.3939,0.58,0.3881,104,0
1,1,0.36,0.3333,0.57,0.3284,197,3
1,1,0.34,0.3182,0.61,0.2836,161,3
1,1,0.32,0.2879,0.57,0.4179,112,0
1,1,0.32,0.303,0.49,0.2985,76,0
1,1,0.32,0.2879,0.49,0.4179,59,0
1,1,0.3,0.303,0.52,0.1642,59,0
1,1,0.3,0.2727,0.52,0.4627,28,0
1,1,0.26,0.2273,0.56,0.3881,13,0
1,1,0.26,0.2727,0.56,0.0,5,0
1,1,0.26,0.2727,0.56,0.0,2,0
1,1,0.26,0.2576,0.56,0.1642,1,0
1,1,0.26,0.2576,0.56,0.1642,1,0
1,1,0.24,0.2273,0.6,0.2239,6,0
1,1,0.22,0.2121,0.6,0.2239,35,0
1,1,0.22,0.2121,0.55,0.2239,101,0
1,1,0.22,0.2121,0.55,0.2836,249,3
1,2,0.24,0.2273,0.52,0.2239,143,3
1,1,0.26,0.2273,0.48,0.2985,57,0
1,2,0.28,0.2727,0.45,0.1642,68,0
1,2,0.3,0.3333,0.42,0.0,84,0
1,2,0.28,0.2879,0.45,0.1045,98,0
1,2,0.3,0.303,0.45,0.1343,81,0
1,2,0.32,0.3182,0.45,0.194,70,0
1,2,0.3,0.303,0.49,0.1343,91,0
1,2,0.3,0.3182,0.49,0.1045,215,3
1,2,0.26,0.2576,0.56,0.194,185,3
1,1,0.26,0.2273,0.56,0.3284,152,3
1,2,0.26,0.2424,0.6,0.2836,126,3
1,2,0.24,0.2273,0.6,0.2537,57,0
1,2,0.24,0.2121,0.65,0.2836,56,0
1,2,0.24,0.2121,0.65,0.3284,31,0
1,2,0.24,0.2273,0.7,0.2537,21,0
1,2,0.24,0.2273,0.7,0.2537,6,0
1,3,0.24,0.2424,0.75,0.1642,2,0
1,3,0.22,0.2121,0.8,0.2985,1,0
1,2,0.22,0.2576,0.87,0.0896,1,0
1,1,0.24,0.197,0.6,0.4179,5,0
1,1,0.22,0.2121,0.55,0.2537,27,0
1,1,0.2,0.1818,0.51,0.2836,68,0
1,1,0.2,0.1818,0.47,0.3284,217,3
1,1,0.2,0.1818,0.51,0.3582,166,3
1,1,0.2,0.1667,0.47,0.4627,63,0
1,1,0.22,0.1818,0.41,0.4627,59,0
1,1,0.22,0.1818,0.27,0.5821,78,0
1,1,0.2,0.1515,0.21,0.5821,73,0
1,1,0.2,0.1515,0.25,0.5224,62,0
1,1,0.16,0.1212,0.26,0.4478,65,0
1,1,0.16,0.1364,0.26,0.3582,97,0
1,1,0.14,0.1212,0.28,0.3582,161,3
1,1,0.12,0.1212,0.3,0.2537,120,3
1,1,0.12,0.1061,0.3,0.3284,96,0
1,1,0.1,0.0758,0.33,0.4179,53,0
1,1,0.08,0.0758,0.38,0.2836,41,0
1,1,0.06,0.0303,0.41,0.3881,34,0
1,1,0.06,0.0455,0.38,0.3284,27,0
1,1,0.04,0.0303,0.45,0.2537,13,0
1,2,0.04,0.0,0.41,0.3881,12,0
1,2,0.04,0.0303,0.41,0.2537,11,0
1,2,0.04,0.0303,0.41,0.2836,7,0
1,2,0.02,0.0152,0.48,0.2985,3,0
1,2,0.02,0.0303,0.44,0.2239,2,0
1,1,0.02,0.0152,0.44,0.2836,8,0
1,1,0.02,0.0,0.44,0.3284,27,0
1,1,0.04,0.0303,0.41,0.2537,40,0
1,2,0.04,0.0606,0.41,0.1642,53,0
1,2,0.06,0.0758,0.38,0.1343,63,0
1,2,0.06,0.1061,0.38,0.1045,70,0
1,1,0.08,0.1667,0.35,0.0,84,0
1,1,0.1,0.1364,0.33,0.1045,75,0
1,1,0.12,0.1515,0.28,0.0,103,0
1,1,0.12,0.1364,0.28,0.194,83,0
1,1,0.12,0.197,0.28,0.0,67,0
1,1,0.08,0.0909,0.35,0.194,54,0
1,1,0.08,0.1061,0.35,0.1343,59,0
1,1,0.06,0.0758,0.45,0.1642,45,0
1,1,0.06,0.1061,0.41,0.0896,39,0
1,1,0.06,0.1515,0.49,0.0,30,0
1,1,0.04,0.0758,0.57,0.1045,33,0
1,1,0.04,0.0758,0.57,0.1045,22,0
1,1,0.04,0.0758,0.57,0.1045,13,0
1,1,0.02,0.0606,0.62,0.1343,18,0
1,1,0.02,0.0606,0.62,0.1343,5,0
1,2,0.04,0.0758,0.57,0.1045,3,0
1,2,0.04,0.0758,0.57,0.1045,1,0
1,1,0.08,0.1061,0.58,0.1642,2,0
1,1,0.06,0.0758,0.62,0.1642,19,0
1,1,0.1,0.0758,0.54,0.3582,28,0
1,1,0.14,0.1061,0.46,0.3881,58,0
1,1,0.14,0.1364,0.43,0.2239,99,0
1,1,0.16,0.1212,0.37,0.4627,116,0
1,1,0.14,0.1061,0.33,0.3881,87,0
1,1,0.16,0.1364,0.28,0.3582,110,0
1,1,0.16,0.1364,0.28,0.3582,77,0
1,1,0.16,0.1364,0.26,0.3284,65,0
1,1,0.14,0.1061,0.26,0.3881,55,0
1,1,0.12,0.1212,0.3,0.2537,49,0
1,1,0.12,0.1212,0.3,0.2836,50,0
1,1,0.1,0.1061,0.36,0.2537,35,0
1,1,0.1,0.1061,0.36,0.194,25,0
1,1,0.08,0.0909,0.38,0.194,28,0
1,1,0.06,0.0606,0.41,0.2239,21,0
1,1,0.06,0.0606,0.41,0.194,7,0
1,1,0.04,0.0455,0.45,0.194,1,0
1,1,0.04,0.0303,0.45,0.2537,1,0
1,1,0.02,0.0606,0.48,0.1343,1,0
1,1,0.02,0.0606,0.48,0.1343,5,0
1,1,0.02,0.0758,0.48,0.0896,15,0
1,1,0.02,0.1212,0.48,0.0,84,0
1,1,0.04,0.1364,0.49,0.0,177,3
1,1,0.06,0.1515,0.41,0.0,102,0
1,1,0.1,0.1364,0.42,0.0,40,0
1,1,0.1,0.1212,0.46,0.1343,46,0
1,2,0.12,0.1364,0.42,0.194,63,0
1,2,0.14,0.1364,0.43,0.2239,60,0
1,2,0.14,0.1364,0.46,0.2239,45,0
1,1,0.16,0.1667,0.4,0.1642,57,0
1,1,0.16,0.1515,0.47,0.2537,70,0
1,1,0.14,0.1212,0.5,0.2537,184,3
