Date,Year,Month,Holiday,Count,Cluster_Label
2011-05-26,0,5,0,4677,0
2011-05-27,0,5,0,4679,0
2011-05-28,0,5,0,4758,0
2011-05-29,0,5,0,4788,0
2011-05-30,0,5,1,4098,1
2011-05-31,0,5,0,3982,1
2011-06-01,0,6,0,3974,1
2011-06-02,0,6,0,4968,0
2011-06-03,0,6,0,5312,0
2011-06-04,0,6,0,5342,0
2011-06-05,0,6,0,4906,0
2011-06-06,0,6,0,4548,0
2011-06-07,0,6,0,4833,0
2011-06-08,0,6,0,4401,1
2011-06-09,0,6,0,3915,1
2011-06-10,0,6,0,4586,0
2011-06-11,0,6,0,4966,0
2011-06-12,0,6,0,4460,0
2011-06-13,0,6,0,5020,0
2011-06-14,0,6,0,4891,0
2011-06-15,0,6,0,5180,0
2011-06-16,0,6,0,3767,1
2011-06-17,0,6,0,4844,0
2011-06-18,0,6,0,5119,0
2011-06-19,0,6,0,4744,0
2011-06-20,0,6,0,4010,1
2011-06-21,0,6,0,4835,0
2011-06-22,0,6,0,4507,0
2011-06-23,0,6,0,4790,0
2011-06-24,0,6,0,4991,0
2011-06-25,0,6,0,5202,0
2011-06-26,0,6,0,5305,0
2011-06-27,0,6,0,4708,0
2011-06-28,0,6,0,4648,0
2011-06-29,0,6,0,5225,0
2011-06-30,0,6,0,5515,0
2011-07-01,0,7,0,5362,0
2011-07-02,0,7,0,5119,0
2011-07-03,0,7,0,4649,0
2011-07-04,0,7,1,6043,0
2011-07-05,0,7,0,4665,0
2011-07-06,0,7,0,4629,0
2011-07-07,0,7,0,4592,0
2011-07-08,0,7,0,4040,1
2011-07-09,0,7,0,5336,0
2011-07-10,0,7,0,4881,0
2011-07-11,0,7,0,4086,1
2011-07-12,0,7,0,4258,1
2011-07-13,0,7,0,4342,1
2011-07-14,0,7,0,5084,0
2011-07-15,0,7,0,5538,0
2011-07-16,0,7,0,5923,0
2011-07-17,0,7,0,5302,0
2011-07-18,0,7,0,4458,0
2011-07-19,0,7,0,4541,0
2011-07-20,0,7,0,4332,1
2011-07-21,0,7,0,3784,1
2011-07-22,0,7,0,3387,1
2011-07-23,0,7,0,3285,1
2011-07-24,0,7,0,3606,1
2011-07-25,0,7,0,3840,1
2011-07-26,0,7,0,4590,0
2011-07-27,0,7,0,4656,0
2011-07-28,0,7,0,4390,1
2011-07-29,0,7,0,3846,1
2011-07-30,0,7,0,4475,0
2011-07-31,0,7,0,4302,1
2011-08-01,0,8,0,4266,1
2011-08-02,0,8,0,4845,0
2011-08-03,0,8,0,3574,1
2011-08-04,0,8,0,4576,0
2011-08-05,0,8,0,4866,0
2011-08-06,0,8,0,4294,1
2011-08-07,0,8,0,3785,1
2011-08-08,0,8,0,4326,1
2011-08-09,0,8,0,4602,0
2011-08-10,0,8,0,4780,0
2011-08-11,0,8,0,4792,0
2011-08-12,0,8,0,4905,0
2011-08-13,0,8,0,4150,1
2011-08-14,0,8,0,3820,1
2011-08-15,0,8,0,4338,1
2011-08-16,0,8,0,4725,0
2011-08-17,0,8,0,4694,0
2011-08-18,0,8,0,3805,1
2011-08-19,0,8,0,4153,1
2011-08-20,0,8,0,5191,0
2011-08-21,0,8,0,3873,1
2011-08-22,0,8,0,4758,0
2011-08-23,0,8,0,5895,0
2011-08-24,0,8,0,5130,0
2011-08-25,0,8,0,3542,1
2011-08-26,0,8,0,4661,0
2011-08-27,0,8,0,1115,1
2011-08-28,0,8,0,4334,1
2011-08-29,0,8,0,4634,0
2011-08-30,0,8,0,5204,0
2011-08-31,0,8,0,5058,0
2011-09-01,0,9,0,5115,0
2011-09-02,0,9,0,4727,0
2011-09-03,0,9,0,4484,0
2011-09-04,0,9,0,4940,0
2011-09-05,0,9,1,3351,1
2011-09-06,0,9,0,2710,1
2011-09-07,0,9,0,1996,1
2011-09-08,0,9,0,1842,1
2011-09-09,0,9,0,3544,1
2011-09-10,0,9,0,5345,0
2011-09-11,0,9,0,5046,0
2011-09-12,0,9,0,4713,0
2011-09-13,0,9,0,4763,0
2011-09-14,0,9,0,4785,0
2011-09-15,0,9,0,3659,1
2011-09-16,0,9,0,4760,0
2011-09-17,0,9,0,4511,0
2011-09-18,0,9,0,4274,1
2011-09-19,0,9,0,4539,0
2011-09-20,0,9,0,3641,1
2011-09-21,0,9,0,4352,1
2011-09-22,0,9,0,4795,0
2011-09-23,0,9,0,2395,1
2011-09-24,0,9,0,5423,0
2011-09-25,0,9,0,5010,0
2011-09-26,0,9,0,4630,0
2011-09-27,0,9,0,4120,1
2011-09-28,0,9,0,3907,1
2011-09-29,0,9,0,4839,0
2011-09-30,0,9,0,5202,0
2011-10-01,0,10,0,2429,1
2011-10-02,0,10,0,2918,1
2011-10-03,0,10,0,3570,1
2011-10-04,0,10,0,4456,0
2011-10-05,0,10,0,4826,0
2011-10-06,0,10,0,4765,0
2011-10-07,0,10,0,4985,0
2011-10-08,0,10,0,5409,0
2011-10-09,0,10,0,5511,0
2011-10-10,0,10,1,5117,0
2011-10-11,0,10,0,4563,0
2011-10-12,0,10,0,2416,1
2011-10-13,0,10,0,2913,1
2011-10-14,0,10,0,3644,1
2011-10-15,0,10,0,5217,0
2011-10-16,0,10,0,5041,0
2011-10-17,0,10,0,4570,0
2011-10-18,0,10,0,4748,0
2011-10-19,0,10,0,2424,1
2011-10-20,0,10,0,4195,1
2011-10-21,0,10,0,4304,1
2011-10-22,0,10,0,4308,1
2011-10-23,0,10,0,4381,1
2011-10-24,0,10,0,4187,1
2011-10-25,0,10,0,4687,0
2011-10-26,0,10,0,3894,1
2011-10-27,0,10,0,2659,1
2011-10-28,0,10,0,3747,1
2011-10-29,0,10,0,627,1
2011-10-30,0,10,0,3331,1
2011-10-31,0,10,0,3669,1
2011-11-01,0,11,0,4068,1
2011-11-02,0,11,0,4186,1
2011-11-03,0,11,0,3974,1
2011-11-04,0,11,0,4046,1
2011-11-05,0,11,0,3926,1
2011-11-06,0,11,0,3649,1
2011-11-07,0,11,0,4035,1
2011-11-08,0,11,0,4205,1
2011-11-09,0,11,0,4109,1
2011-11-10,0,11,0,2933,1
2011-11-11,0,11,1,3368,1
2011-11-12,0,11,0,4067,1
2011-11-13,0,11,0,3717,1
2011-11-14,0,11,0,4486,0
2011-11-15,0,11,0,4195,1
2011-11-16,0,11,0,1817,1
2011-11-17,0,11,0,3053,1
2011-11-18,0,11,0,3392,1
2011-11-19,0,11,0,3663,1
2011-11-20,0,11,0,3520,1
2011-11-21,0,11,0,2765,1
2011-11-22,0,11,0,1607,1
2011-11-23,0,11,0,2566,1
2011-11-24,0,11,1,1495,1
2011-11-25,0,11,0,2792,1
2011-11-26,0,11,0,3068,1
2011-11-27,0,11,0,3071,1
2011-11-28,0,11,0,3867,1
2011-11-29,0,11,0,2914,1
2011-11-30,0,11,0,3613,1
2011-12-01,0,12,0,3727,1
2011-12-02,0,12,0,3940,1
2011-12-03,0,12,0,3614,1
2011-12-04,0,12,0,3485,1
2011-12-05,0,12,0,3811,1
2011-12-06,0,12,0,2594,1
2011-12-07,0,12,0,705,1
2011-12-08,0,12,0,3322,1
2011-12-09,0,12,0,3620,1
2011-12-10,0,12,0,3190,1
2011-12-11,0,12,0,2743,1
2011-12-12,0,12,0,3310,1
2011-12-13,0,12,0,3523,1
2011-12-14,0,12,0,3740,1
2011-12-15,0,12,0,3709,1
2011-12-16,0,12,0,3577,1
2011-12-17,0,12,0,2739,1
2011-12-18,0,12,0,2431,1
2011-12-19,0,12,0,3403,1
2011-12-20,0,12,0,3750,1
2011-12-21,0,12,0,2660,1
2011-12-22,0,12,0,3068,1
2011-12-23,0,12,0,2209,1
2011-12-24,0,12,0,1011,1
2011-12-25,0,12,0,754,1
2011-12-26,0,12,1,1317,1
2011-12-27,0,12,0,1162,1
2011-12-28,0,12,0,2302,1
2011-12-29,0,12,0,2423,1
2011-12-30,0,12,0,2999,1
2011-12-31,0,12,0,2485,1
2012-01-01,1,1,0,2294,1
2012-01-02,1,1,1,1951,1
2012-01-03,1,1,0,2236,1
2012-01-04,1,1,0,2368,1
2012-01-05,1,1,0,3272,1
2012-01-06,1,1,0,4098,1
2012-01-07,1,1,0,4521,0
2012-01-08,1,1,0,3425,1
2012-01-09,1,1,0,2376,1
2012-01-10,1,1,0,3598,1
2012-01-11,1,1,0,2177,1
2012-01-12,1,1,0,4097,1
2012-01-13,1,1,0,3214,1
2012-01-14,1,1,0,2493,1
2012-01-15,1,1,0,2311,1
2012-01-16,1,1,1,2298,1
2012-01-17,1,1,0,2935,1
2012-01-18,1,1,0,3376,1
2012-01-19,1,1,0,3292,1
2012-01-20,1,1,0,3163,1
2012-01-21,1,1,0,1301,1
2012-01-22,1,1,0,1977,1
2012-01-23,1,1,0,2432,1
2012-01-24,1,1,0,4339,1
2012-01-25,1,1,0,4270,1
2012-01-26,1,1,0,4075,1
2012-01-27,1,1,0,3456,1
2012-01-28,1,1,0,4023,1
2012-01-29,1,1,0,3243,1
2012-01-30,1,1,0,3624,1
2012-01-31,1,1,0,4509,0
2012-02-01,1,2,0,4579,0
2012-02-02,1,2,0,3761,1
2012-02-03,1,2,0,4151,1
2012-02-04,1,2,0,2832,1
2012-02-05,1,2,0,2947,1
2012-02-06,1,2,0,3784,1
2012-02-07,1,2,0,4375,1
2012-02-08,1,2,0,2802,1
2012-02-09,1,2,0,3830,1
2012-02-10,1,2,0,3831,1
2012-02-11,1,2,0,2169,1
2012-02-12,1,2,0,1529,1
2012-02-13,1,2,0,3422,1
2012-02-14,1,2,0,3922,1
2012-02-15,1,2,0,4169,1
2012-02-16,1,2,0,3005,1
2012-02-17,1,2,0,4154,1
2012-02-18,1,2,0,4318,1
2012-02-19,1,2,0,2689,1
2012-02-20,1,2,1,3129,1
2012-02-21,1,2,0,3777,1
2012-02-22,1,2,0,4773,0
2012-02-23,1,2,0,5062,0
2012-02-24,1,2,0,3487,1
2012-02-25,1,2,0,2732,1
2012-02-26,1,2,0,3389,1
2012-02-27,1,2,0,4322,1
2012-02-28,1,2,0,4363,1
2012-02-29,1,2,0,1834,1
2012-03-01,1,3,0,4990,0
2012-03-02,1,3,0,3194,1
2012-03-03,1,3,0,4066,1
2012-03-04,1,3,0,3423,1
2012-03-05,1,3,0,3333,1
2012-03-06,1,3,0,3956,1
2012-03-07,1,3,0,4916,0
2012-03-08,1,3,0,5382,0
2012-03-09,1,3,0,4569,0
2012-03-10,1,3,0,4118,1
2012-03-11,1,3,0,4911,0
2012-03-12,1,3,0,5298,0
2012-03-13,1,3,0,5847,0
2012-03-14,1,3,0,6312,0
2012-03-15,1,3,0,6192,0
2012-03-16,1,3,0,4378,1
2012-03-17,1,3,0,7836,0
2012-03-18,1,3,0,5892,0
2012-03-19,1,3,0,6153,0
2012-03-20,1,3,0,6093,0
2012-03-21,1,3,0,6230,0
2012-03-22,1,3,0,6871,0
2012-03-23,1,3,0,8362,0
2012-03-24,1,3,0,3372,1
2012-03-25,1,3,0,4996,0
2012-03-26,1,3,0,5558,0
2012-03-27,1,3,0,5102,0
2012-03-28,1,3,0,5698,0
2012-03-29,1,3,0,6133,0
2012-03-30,1,3,0,5459,0
2012-03-31,1,3,0,6235,0
2012-04-01,1,4,0,6041,0
2012-04-02,1,4,0,5936,0
2012-04-03,1,4,0,6772,0
2012-04-04,1,4,0,6436,0
2012-04-05,1,4,0,6457,0
2012-04-06,1,4,0,6460,0
2012-04-07,1,4,0,6857,0
2012-04-08,1,4,0,5169,0
2012-04-09,1,4,0,5585,0
2012-04-10,1,4,0,5918,0
2012-04-11,1,4,0,4862,0
2012-04-12,1,4,0,5409,0
2012-04-13,1,4,0,6398,0
2012-04-14,1,4,0,7460,0
2012-04-15,1,4,0,7132,0
2012-04-16,1,4,1,6370,0
2012-04-17,1,4,0,6691,0
2012-04-18,1,4,0,4367,1
2012-04-19,1,4,0,6565,0
2012-04-20,1,4,0,7290,0
2012-04-21,1,4,0,6624,0
2012-04-22,1,4,0,1027,1
2012-04-23,1,4,0,3214,1
2012-04-24,1,4,0,5633,0
2012-04-25,1,4,0,6196,0
2012-04-26,1,4,0,5026,0
2012-04-27,1,4,0,6233,0
2012-04-28,1,4,0,4220,1
2012-04-29,1,4,0,6304,0
2012-04-30,1,4,0,5572,0
2012-05-01,1,5,0,5740,0
2012-05-02,1,5,0,6169,0
2012-05-03,1,5,0,6421,0
2012-05-04,1,5,0,6296,0
2012-05-05,1,5,0,6883,0
2012-05-06,1,5,0,6359,0
2012-05-07,1,5,0,6273,0
2012-05-08,1,5,0,5728,0
2012-05-09,1,5,0,4717,0
2012-05-10,1,5,0,6572,0
2012-05-11,1,5,0,7030,0
2012-05-12,1,5,0,7429,0
2012-05-13,1,5,0,6118,0
2012-05-14,1,5,0,2843,1
2012-05-15,1,5,0,5115,0
2012-05-16,1,5,0,7424,0
2012-05-17,1,5,0,7384,0
2012-05-18,1,5,0,7639,0
2012-05-19,1,5,0,8294,0
2012-05-20,1,5,0,7129,0
2012-05-21,1,5,0,4359,1
2012-05-22,1,5,0,6073,0
2012-05-23,1,5,0,5260,0
2012-05-24,1,5,0,6770,0
2012-05-25,1,5,0,6734,0
2012-05-26,1,5,0,6536,0
2012-05-27,1,5,0,6591,0
2012-05-28,1,5,1,6043,0
2012-05-29,1,5,0,5743,0
2012-05-30,1,5,0,6855,0
2012-05-31,1,5,0,7338,0
2012-06-01,1,6,0,4127,1
2012-06-02,1,6,0,8120,0
2012-06-03,1,6,0,7641,0
2012-06-04,1,6,0,6998,0
2012-06-05,1,6,0,7001,0
2012-06-06,1,6,0,7055,0
2012-06-07,1,6,0,7494,0
2012-06-08,1,6,0,7736,0
2012-06-09,1,6,0,7498,0
2012-06-10,1,6,0,6598,0
2012-06-11,1,6,0,6664,0
2012-06-12,1,6,0,4972,0
2012-06-13,1,6,0,7421,0
2012-06-14,1,6,0,7363,0
2012-06-15,1,6,0,7665,0
2012-06-16,1,6,0,7702,0
2012-06-17,1,6,0,6978,0
2012-06-18,1,6,0,5099,0
2012-06-19,1,6,0,6825,0
2012-06-20,1,6,0,6211,0
2012-06-21,1,6,0,5905,0
2012-06-22,1,6,0,5823,0
2012-06-23,1,6,0,7458,0
2012-06-24,1,6,0,6891,0
2012-06-25,1,6,0,6779,0
2012-06-26,1,6,0,7442,0
2012-06-27,1,6,0,7335,0
2012-06-28,1,6,0,6879,0
2012-06-29,1,6,0,5463,0
2012-06-30,1,6,0,5687,0
2012-07-01,1,7,0,5531,0
2012-07-02,1,7,0,6227,0
2012-07-03,1,7,0,6660,0
2012-07-04,1,7,1,7403,0
2012-07-05,1,7,0,6241,0
2012-07-06,1,7,0,6207,0
2012-07-07,1,7,0,4840,0
2012-07-08,1,7,0,4672,0
2012-07-09,1,7,0,6569,0
2012-07-10,1,7,0,6290,0
2012-07-11,1,7,0,7264,0
2012-07-12,1,7,0,7446,0
2012-07-13,1,7,0,7499,0
2012-07-14,1,7,0,6969,0
2012-07-15,1,7,0,6031,0
2012-07-16,1,7,0,6830,0
2012-07-17,1,7,0,6786,0
2012-07-18,1,7,0,5713,0
2012-07-19,1,7,0,6591,0
2012-07-20,1,7,0,5870,0
2012-07-21,1,7,0,4459,0
2012-07-22,1,7,0,7410,0
2012-07-23,1,7,0,6966,0
2012-07-24,1,7,0,7592,0
2012-07-25,1,7,0,8173,0
2012-07-26,1,7,0,6861,0
2012-07-27,1,7,0,6904,0
2012-07-28,1,7,0,6685,0
2012-07-29,1,7,0,6597,0
2012-07-30,1,7,0,7105,0
2012-07-31,1,7,0,7216,0
2012-08-01,1,8,0,7580,0
2012-08-02,1,8,0,7261,0
2012-08-03,1,8,0,7175,0
2012-08-04,1,8,0,6824,0
2012-08-05,1,8,0,5464,0
2012-08-06,1,8,0,7013,0
2012-08-07,1,8,0,7273,0
2012-08-08,1,8,0,7534,0
2012-08-09,1,8,0,7286,0
2012-08-10,1,8,0,5786,0
2012-08-11,1,8,0,6299,0
2012-08-12,1,8,0,6544,0
2012-08-13,1,8,0,6883,0
2012-08-14,1,8,0,6784,0
2012-08-15,1,8,0,7347,0
2012-08-16,1,8,0,7605,0
2012-08-17,1,8,0,7148,0
2012-08-18,1,8,0,7865,0
2012-08-19,1,8,0,4549,0
2012-08-20,1,8,0,6530,0
2012-08-21,1,8,0,7006,0
2012-08-22,1,8,0,7375,0
2012-08-23,1,8,0,7765,0
2012-08-24,1,8,0,7582,0
2012-08-25,1,8,0,6053,0
2012-08-26,1,8,0,5255,0
2012-08-27,1,8,0,6917,0
2012-08-28,1,8,0,7040,0
2012-08-29,1,8,0,7697,0
2012-08-30,1,8,0,7713,0
2012-08-31,1,8,0,7350,0
2012-09-01,1,9,0,6140,0
2012-09-02,1,9,0,5810,0
2012-09-03,1,9,1,6034,0
2012-09-04,1,9,0,6864,0
2012-09-05,1,9,0,7112,0
2012-09-06,1,9,0,6203,0
2012-09-07,1,9,0,7504,0
2012-09-08,1,9,0,5976,0
2012-09-09,1,9,0,8227,0
2012-09-10,1,9,0,7525,0
2012-09-11,1,9,0,7767,0
2012-09-12,1,9,0,7870,0
2012-09-13,1,9,0,7804,0
2012-09-14,1,9,0,8009,0
2012-09-15,1,9,0,8714,0
2012-09-16,1,9,0,7333,0
2012-09-17,1,9,0,6869,0
2012-09-18,1,9,0,4073,1
2012-09-19,1,9,0,7591,0
2012-09-20,1,9,0,7720,0
2012-09-21,1,9,0,8167,0
2012-09-22,1,9,0,8395,0
2012-09-23,1,9,0,7907,0
2012-09-24,1,9,0,7436,0
2012-09-25,1,9,0,7538,0
2012-09-26,1,9,0,7733,0
2012-09-27,1,9,0,7393,0
2012-09-28,1,9,0,7415,0
2012-09-29,1,9,0,8555,0
2012-09-30,1,9,0,6889,0
2012-10-01,1,10,0,6778,0
2012-10-02,1,10,0,4639,0
2012-10-03,1,10,0,7572,0
2012-10-04,1,10,0,7328,0
2012-10-05,1,10,0,8156,0
2012-10-06,1,10,0,7965,0
2012-10-07,1,10,0,3510,1
2012-10-08,1,10,1,5478,0
2012-10-09,1,10,0,6392,0
2012-10-10,1,10,0,7691,0
2012-10-11,1,10,0,7570,0
2012-10-12,1,10,0,7282,0
2012-10-13,1,10,0,7109,0
2012-10-14,1,10,0,6639,0
2012-10-15,1,10,0,5875,0
2012-10-16,1,10,0,7534,0
2012-10-17,1,10,0,7461,0
2012-10-18,1,10,0,7509,0
2012-10-19,1,10,0,5424,0
2012-10-20,1,10,0,8090,0
2012-10-21,1,10,0,6824,0
2012-10-22,1,10,0,7058,0
2012-10-23,1,10,0,7466,0
2012-10-24,1,10,0,7693,0
2012-10-25,1,10,0,7359,0
2012-10-26,1,10,0,7444,0
2012-10-27,1,10,0,7852,0
2012-10-28,1,10,0,4459,0
2012-10-29,1,10,0,22,1
2012-10-30,1,10,0,1096,1
2012-10-31,1,10,0,5566,0
2012-11-01,1,11,0,5986,0
2012-11-02,1,11,0,5847,0
2012-11-03,1,11,0,5138,0
2012-11-04,1,11,0,5107,0
2012-11-05,1,11,0,5259,0
2012-11-06,1,11,0,5686,0
2012-11-07,1,11,0,5035,0
2012-11-08,1,11,0,5315,0
2012-11-09,1,11,0,5992,0
2012-11-10,1,11,0,6536,0
2012-11-11,1,11,0,6852,0
2012-11-12,1,11,1,6269,0
2012-11-13,1,11,0,4094,1
2012-11-14,1,11,0,5495,0
2012-11-15,1,11,0,5445,0
2012-11-16,1,11,0,5698,0
2012-11-17,1,11,0,5629,0
2012-11-18,1,11,0,4669,0
2012-11-19,1,11,0,5499,0
2012-11-20,1,11,0,5634,0
2012-11-21,1,11,0,5146,0
2012-11-22,1,11,1,2425,1
2012-11-23,1,11,0,3910,1
2012-11-24,1,11,0,2277,1
2012-11-25,1,11,0,2424,1
2012-11-26,1,11,0,5087,0
2012-11-27,1,11,0,3959,1
2012-11-28,1,11,0,5260,0
2012-11-29,1,11,0,5323,0
2012-11-30,1,11,0,5668,0
2012-12-01,1,12,0,5191,0
2012-12-02,1,12,0,4649,0
2012-12-03,1,12,0,6234,0
2012-12-04,1,12,0,6606,0
2012-12-05,1,12,0,5729,0
2012-12-06,1,12,0,5375,0
2012-12-07,1,12,0,5008,0
2012-12-08,1,12,0,5582,0
2012-12-09,1,12,0,3228,1
2012-12-10,1,12,0,5170,0
2012-12-11,1,12,0,5501,0
2012-12-12,1,12,0,5319,0
2012-12-13,1,12,0,5532,0
2012-12-14,1,12,0,5611,0
2012-12-15,1,12,0,5047,0
2012-12-16,1,12,0,3786,1
2012-12-17,1,12,0,4585,0
2012-12-18,1,12,0,5557,0
2012-12-19,1,12,0,5267,0
2012-12-20,1,12,0,4128,1
2012-12-21,1,12,0,3623,1
2012-12-22,1,12,0,1749,1
2012-12-23,1,12,0,1787,1
2012-12-24,1,12,0,920,1
2012-12-25,1,12,1,1013,1
2012-12-26,1,12,0,441,1
2012-12-27,1,12,0,2114,1
2012-12-28,1,12,0,3095,1
2012-12-29,1,12,0,1341,1
2012-12-30,1,12,0,1796,1
2012-12-31,1,12,0,2729,1
